33392;CARDIOVITAL 50;50 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;14/12/2019 12:00:00 a.m.;E22119;QUIMFA;ACT
33394;VINLON LYO 1;1 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;05/01/2020 12:00:00 a.m.;E22141;SEVEN;ACT
33395;CAPTOPRIL;25 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;1;01/12/2013 12:00:00 a.m.;EG5977;LABOT;ACT
33396;CLOVIRAX;250 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial X 10 mL;1;02/01/2019 12:00:00 a.m.;EE00161;OQ PHARMA;ACT
33397;CELDRON 4;4 mg;Polvo para Solución Inyectable;INYECTABLE;Vial;1;07/12/2019 12:00:00 a.m.;E22107;SEVEN;ACT
33398;AERIUS;2.5 mg/5 mL;Solución Oral;SOLUCION;Caja Frasco x 120 mL;1;01/08/2017 12:00:00 a.m.;E19609;MERCK SHARP;ACT
33399;AGUA ESTERIL PARA IRRIGACION;;Solución para Irrigación;SOLUCION;Frasco X 3 L;4;25/04/2018 12:00:00 a.m.;EN00071;MEDIFARMA;ACT
33400;AGUA ESTERIL PARA IRRIGACION;;Solución para Irrigación;SOLUCION;Frasco X 3 L;6;25/04/2018 12:00:00 a.m.;EN00071;MEDIFARMA;ACT
33401;AGUA ESTERIL PARA INYECCION;;Solución Inyectable;INYECTABLE;Frasco X 1 L;1;05/04/2018 12:00:00 a.m.;EN00061;BRAUN;ACT
33403;ALERGIPLUS;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;4;19/10/2020 12:00:00 a.m.;N22047;MEDIFARMA;ACT
33405;ALPRAZOLAM;0.25 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;08/03/2019 12:00:00 a.m.;NG1948;INDUQUIMICA;ACT
33409;ANGELIQ;;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;05/04/2021 12:00:00 a.m.;E22449;BAYER;ACT
33410;ANGIOLAM;5%;Solución Inyectable;INYECTABLE;Caja Ampolla;1;22/08/2020 12:00:00 a.m.;N21918;AC FARMA;ACT
33411;ANULETTE;0.15 mg + 0.03 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;21;25/02/2020 12:00:00 a.m.;E17150;GRUNENTHAL;ACT
33412;ARCOXIA;90 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;27/05/2018 12:00:00 a.m.;E23039;MERCK SHARP;ACT
33415;ARCOXIA;30 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;15/08/2018 12:00:00 a.m.;E23114;MERCK SHARP;ACT
33417;ASEPTIL ROJO S TOQUES;5%;Solución Tópica;AEROSOL;Frasco x 30 mL;12;05/07/2012 12:00:00 a.m.;N20271;TEVA;ACT
33419;ARCOXIA;60 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;27/05/2018 12:00:00 a.m.;E23038;MERCK SHARP;ACT
33423;AVIANT;2.5 mg/5 mL;Solución Oral;SOLUCION;Frasco x 120 mL;1;06/07/2017 12:00:00 a.m.;E19537;MERCK SHARP;ACT
33424;BACLOFENO;10 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;20;18/08/2019 12:00:00 a.m.;NG6173;MEDROCK;ACT
33431;BSS SOLUCIÓN ESTÉRIL PARA IRRIGACIÓN;;Solución para Irrigación;SOLUCION;Frasco X 500 mL;1;19/06/2018 12:00:00 a.m.;E23058;ALCON;ACT
33447;VYTORIN;10 mg + 10 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;11/07/2018 12:00:00 a.m.;E23086;MERCK SHARP;ACT
33456;CELDAZ 200;200 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;07/08/2014 12:00:00 a.m.;E21852;SEVEN;ACT
33459;CLINDA C;300 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;50;06/02/2014 12:00:00 a.m.;N21050;DELFARMA;ACT
33460;CLINDABIOT;300 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;50;11/01/2018 12:00:00 a.m.;N24211;BOTICAS Y SALUD;ACT
33461;CIALIS;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;1;18/10/2021 12:00:00 a.m.;E22575;ELI LILLY;ACT
33462;CIALIS;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;4;18/10/2021 12:00:00 a.m.;E22575;ELI LILLY;ACT
33469;CLOROTRIMETON;10 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;1;11/08/2020 12:00:00 a.m.;E22323;BAYER;ACT
33470;CLOROTRIMETON;10 mg/mL;Solución Inyectable;INYECTABLE;Ampolla X 1 mL;5;11/08/2020 12:00:00 a.m.;E22323;BAYER;ACT
33488;IBUPROFENO;600 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;30/12/2017 12:00:00 a.m.;NG3593;FARMINDUSTRIA;ACT
33489;HUMALOG;100 U/mL;Solución Inyectable;INYECTABLE;Cartucho X 3 mL;5;07/06/2020 12:00:00 a.m.;BE00726;ELI LILLY;ACT
33491;FOSAMAX;70 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;4;20/05/2019 12:00:00 a.m.;E23217;MERCK SHARP;ACT
33495;NEPHROSTERIL;0.07%;Solución Inyectable;INYECTABLE;Frasco X 500 mL;1;22/08/2013 12:00:00 a.m.;E15796;SANDERSON;ACT
33496;SINGULAIR;5 mg;Comprimido Masticable;TABLETA;Caja Envase Blíster Comprimidos;30;31/01/2019 12:00:00 a.m.;E23177;MERCK SHARP;ACT
33501;DETRUSITOL;2 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;28;26/02/2019 12:00:00 a.m.;E16274;PFIZER;ACT
33502;DEXTROSA 50;0.50%;Solución Inyectable;INYECTABLE;Frasco X 1 L;1;06/12/2020 12:00:00 a.m.;NG2568;BRAUN;ACT
33504;VOLTAREN SR;100 mg;Comprimido recubierto de liberación prolongada;TABLETA;Caja Envase Blíster Comprimidos;10;27/07/2021 12:00:00 a.m.;E14060;NOVARTIS;ACT
33507;DOLOFENAC;75 mg/3 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 3 mL;1;20/12/2011 12:00:00 a.m.;N16244;MEDIFARMA;ACT
33521;RELIPOIETIN;2000 UI/0.5 mL;Solución Inyectable;INYECTABLE;Caja Vial x 0.5 mL;1;17/04/2017 12:00:00 a.m.;BE00856;ESKE;ACT
33525;EVISTA;60 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;26/09/2021 12:00:00 a.m.;E22564;ELI LILLY;ACT
33526;EXINEF;120 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;7;04/11/2018 12:00:00 a.m.;E23160;MERCK SHARP;ACT
33527;EXINEF;60 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;04/11/2018 12:00:00 a.m.;E23161;MERCK SHARP;ACT
33528;EXINEF;90 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;05/11/2018 12:00:00 a.m.;E23162;MERCK SHARP;ACT
33533;FLUOXETINA;20 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;20;21/09/2020 12:00:00 a.m.;NG1316;FARMINDUSTRIA;ACT
33537;FUROSEMIDA;10 mg/mL;Solución Oral;SOLUCION;Frasco X 15 mL;1;28/02/2017 12:00:00 a.m.;NG6356;IQ FARMA;ACT
33538;GABAPENTINA;600 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;1;02/02/2019 12:00:00 a.m.;NG6039;IQ FARMA;ACT
33539;HEXAXIM;;Suspensión Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.5 mL;1;05/12/2017 12:00:00 a.m.;BE00884;SANOFI;ACT
33542;HYZAAR;100 mg + 12.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;03/05/2018 12:00:00 a.m.;E23027;MERCK SHARP;ACT
33543;HYZAAR;50 mg + 12.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;17/10/2018 12:00:00 a.m.;E23152;MERCK SHARP;ACT
33544;HYZAAR FORTE;100 mg + 25 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;06/12/2018 12:00:00 a.m.;E23169;MERCK SHARP;ACT
33550;JANUMET;50 mg + 1000 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;17/07/2018 12:00:00 a.m.;E23091;MERCK SHARP;ACT
33551;JANUMET;50 mg + 500 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;10/07/2018 12:00:00 a.m.;E23082;MERCK SHARP;ACT
33552;JANUMET;50 mg + 500 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;10/07/2018 12:00:00 a.m.;E23083;MERCK SHARP;ACT
33553;KETOPROFENO;100 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Vial;1;13/01/2020 12:00:00 a.m.;NG4567;FARMINDUSTRIA;ACT
33560;LECTRUM;3.75 mg;Polvo para Suspensión Inyectable;INYECTABLE;Vial;1;17/10/2013 12:00:00 a.m.;E21128;NOVARTIS;ACT
33562;LEVO DEL;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;15/07/2019 12:00:00 a.m.;N25882;DELFARMA;ACT
33564;LEVOMEPROMAZINA;25 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;21/06/2020 12:00:00 a.m.;NG6316;IQ FARMA;ACT
33575;METFORMINA;850 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;26/04/2021 12:00:00 a.m.;EG5002;SANOFI;ACT
33582;NENISTECIN;100000 UI/mL;Suspensión Oral;SUSPENSION;Frasco X 12 mL;1;23/10/2011 12:00:00 a.m.;N22953;ECKERD;ACT
33585;NILGRIP VACUNA ANTIGRIPAL;;Suspensión Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.5 mL;1;14/03/2020 12:00:00 a.m.;BE00264;ESKE;ACT
33588;NISTAVAN;100000 UI/mL;Suspensión Oral;SUSPENSION;Frasco X 12 mL;1;07/10/2020 12:00:00 a.m.;N22017;IQ FARMA;ACT
33591;NOVORAPID FLEXPEN;100 U/mL (300 U/3 mL);Solución Inyectable;INYECTABLE;Caja Cartucho x 3 mL;1;29/08/2017 12:00:00 a.m.;BE00432;QUIMICA SUIZA;ACT
33594;ONCOTICE;50 mg;Polvo para Solución Inyectable;INYECTABLE;Vial;1;19/04/2020 12:00:00 a.m.;BE00712;MERCK SHARP;ACT
33595;ONICIT;0.075 mg/1.5 mL;Solución Inyectable;INYECTABLE;Caja Vial X 1.5 mL;1;17/02/2019 12:00:00 a.m.;E23188;MERCK SHARP;ACT
33596;ORGALUTRAN;0.25 mg/0.5 mL;Solución Inyectable;INYECTABLE;Caja jeringa precargada x 0,5 mL;1;19/10/2017 12:00:00 a.m.;E22906;SCHERING;ACT
33598;OXACILINA;500 mg;Polvo para Solución Inyectable;INYECTABLE;Vial;1;14/12/2021 12:00:00 a.m.;EG5221;DANY;ACT
33603;PRECEDEX;100 µg/mL(200 µg/2 mL);Solución Inyectable;INYECTABLE;Caja Vial X 2 mL;1;15/10/2020 12:00:00 a.m.;E22349;HOSPIRA;ACT
33605;PREDNISONA;5 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 120 mL;1;25/05/2019 12:00:00 a.m.;NG6121;LUSA;ACT
33606;PRODIAX 23;25 µg/0.5 mL;Solución Inyectable;INYECTABLE;Caja Vial;1;20/12/2017 12:00:00 a.m.;BE00444;MERCK SHARP;ACT
33607;PRODIAX 23;25 µg/0.5 mL;Solución Inyectable;INYECTABLE;Caja Vial x 0.5 mL;10;20/12/2017 12:00:00 a.m.;BE00444;MERCK SHARP;ACT
33608;PROPECIA;1 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;28;13/07/2017 12:00:00 a.m.;E22850;MERCK SHARP;ACT
33610;PROVERA;5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;08/01/2014 12:00:00 a.m.;E21405;PFIZER;ACT
33611;PUREGON;100 UI;Solución Inyectable;INYECTABLE;Caja Ampolla x 0.5 mL;1;12/09/2018 12:00:00 a.m.;BE00536;MERCK SHARP;ACT
33612;PUREGON;50 UI/0.5 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 0.5 mL;1;12/09/2018 12:00:00 a.m.;BE00535;MERCK SHARP;ACT
33615;REBIF NF;44 µg/0.5 mL;Solución Inyectable;INYECTABLE;Caja Jeringa prellenada X 0.5 mL;12;26/04/2020 12:00:00 a.m.;BE00713;MERCK;ACT
33616;REBIF NF;44 µg/0.5 mL;Solución Inyectable;INYECTABLE;Caja Vial;4;25/02/2021 12:00:00 a.m.;BE00780;MERCK;ACT
33617;RECORMON;2000 UI/0.3 mL;Solución Inyectable;INYECTABLE;Caja Vial;1;22/06/2020 12:00:00 a.m.;BE00282;ROCHE;ACT
33618;REMERON SOLTAB;30 mg;Comprimido Bucodispersable;TABLETA;Caja Envase Blíster Comprimidos;30;03/06/2019 12:00:00 a.m.;EE00284;SCHERING;ACT
33621;RISTABEN;100 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;11/06/2019 12:00:00 a.m.;E23229;MERCK SHARP;ACT
33622;RISTABEN;50 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;14;11/06/2019 12:00:00 a.m.;EE00293;MERCK SHARP;ACT
33623;RISTABEN MET;50 mg + 1000 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;16/09/2018 12:00:00 a.m.;EE00102;MERCK SHARP;ACT
33624;RISTABEN MET;50 mg + 500 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;16/09/2018 12:00:00 a.m.;EE00101;MERCK SHARP;ACT
33625;RISTABEN MET;50 mg + 850 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;28;06/12/2018 12:00:00 a.m.;EE00154;MERCK SHARP;ACT
33637;SILVERDIAZINA L;;Crema;CREMA;Tubo X 250 g;1;25/09/2012 12:00:00 a.m.;N20321;TEVA;ACT
33638;SINGULAIR;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos;30;28/05/2018 12:00:00 a.m.;E23041;MERCK SHARP;ACT
33639;SINGULAIR;4 mg;Comprimido Masticable;TABLETA;Caja Envase Blíster Comprimidos;30;16/05/2018 12:00:00 a.m.;E23033;MERCK SHARP;ACT
33655;TEMODAL;100 mg;Cápsula;CAPSULA;Caja Sobre Cápsulas;5;13/01/2020 12:00:00 a.m.;E22152;SCHERING;ACT
33656;TEMODAL;20 mg;Cápsula;CAPSULA;Caja Sobre Cápsulas;5;13/01/2020 12:00:00 a.m.;E22154;SCHERING;ACT
33657;TEMODAL;250 mg;Cápsula;CAPSULA;Caja Sobre Cápsulas;5;13/01/2020 12:00:00 a.m.;E22153;SCHERING;ACT
33661;TROPICAMIDA;1%;Solución Oftálmica;SOLUCION OFTALMICA;Frasco X 5 mL;1;22/08/2017 12:00:00 a.m.;NG5398;LANSIER;ACT
33663;BROMURO DE VECURONIO;4 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;25;18/05/2020 12:00:00 a.m.;EG6310;NORDIC;ACT
33667;VYTORIN;10 mg + 20 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;12/07/2018 12:00:00 a.m.;E23088;MERCK SHARP;ACT
33668;VYTORIN;10 mg + 40 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;12/07/2018 12:00:00 a.m.;E23089;MERCK SHARP;ACT
33669;XOLAIR;150 mg;Polvo para Solución Inyectable;INYECTABLE;Vial;1;14/08/2019 12:00:00 a.m.;BE00638;NOVARTIS;ACT
33670;YERVOY;5 mg/mL;Solución para Perfusión;INYECTABLE;Caja Vial X 10 mL;1;12/07/2018 12:00:00 a.m.;BE00915;BMS;ACT
33674;ZETSIM;10 mg + 10 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;18/10/2018 12:00:00 a.m.;E23153;SCHERING;ACT
33676;ZETSIM;10 mg + 20 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;02/12/2018 12:00:00 a.m.;E23168;SCHERING;ACT
33677;ZETSIM;10 mg + 40 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;28;21/10/2018 12:00:00 a.m.;E23154;SCHERING;ACT
33678;ZOSTAVAX;No menos de 19400 UFP;Polvo para Suspensión Inyectable;INYECTABLE;Caja Vial + Accesorios (02 aguja);1;14/01/2018 12:00:00 a.m.;BE00890;MERCK SHARP;ACT
33679;ZOSTAVAX;No menos de 19400 UFP;Polvo para Suspensión Inyectable;INYECTABLE;Caja Vial + Accesorios (01 aguja);1;14/01/2018 12:00:00 a.m.;BE00890;MERCK SHARP;ACT
33680;ZOSTAVAX;No menos de 19400 UFP;Polvo para Suspensión Inyectable;INYECTABLE;Caja Vial + Accesorios;1;14/01/2018 12:00:00 a.m.;BE00890;MERCK SHARP;ACT
33681;3DT BIOTIC;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;60;19/10/2014 12:00:00 a.m.;N26373;BIOS PERU;ACT
33687;CIPROM 500;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;21/10/2013 12:00:00 a.m.;E21144;TORRES PHARMA;ACT
33688;EMIN FORTE;50 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;200;13/05/2019 12:00:00 a.m.;N25725;NOVAX;ACT
33689;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Frasco x 60 mL;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33690;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Frasco x 120 mL;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33691;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Frasco x 250 mL;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33692;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Frasco x 500mL;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33693;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Frasco x 1 L;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33694;HIBISOFT ESPUMA;4%;Solución Tópica;AEROSOL;Galonera x 3,785 mL;1;05/01/2019 12:00:00 a.m.;N25398;FARMACEUTICO AMERICA;ACT
33695;ONICIT;0.25 mg/5 mL;Solución Inyectable;INYECTABLE;Caja Vial X 5 mL;1;17/02/2019 12:00:00 a.m.;E23189;SCHERING;ACT
33697;PROSTADEL LP;0.4 mg;Cápsula de Liberación Prolongada;CAPSULA;Caja Envase Blister Cápsulas;30;30/01/2017 12:00:00 a.m.;N27091;DELFARMA;ACT
33698;FLUZOLE 150;150 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;28/11/2013 12:00:00 a.m.;E21271;TORRES PHARMA;ACT
33699;LITEDA;100 mg;Comprimido Recubierto;TABLETA;Frasco x Comprimidos;30;21/06/2018 12:00:00 a.m.;E23068;TECNOFARMA;ACT
33700;LITEDA;50 mg;Comprimido Recubierto;TABLETA;Frasco x Comprimidos;60;21/06/2018 12:00:00 a.m.;E23064;TECNOFARMA;ACT
33701;LITEDA;70 mg;Comprimido Recubierto;TABLETA;Frasco x Comprimidos;60;21/06/2018 12:00:00 a.m.;E23067;TECNOFARMA;ACT
33702;METOCLOPRAMIDA;10 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;10/09/2023 12:00:00 a.m.;EN00104;IQ FARMA;ACT
33706;ESZOL 40;40 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;20;07/01/2014 12:00:00 a.m.;E21395;TORRES PHARMA;ACT
33707;CAPTOPRIL;25 mg;Tableta;TABLETA;Caja x Envase Blister Tabletas;500;01/12/2013 12:00:00 a.m.;EG5977;LABOT;ACT
33709;PROFEL;15 mg;Tableta Recubierta;TABLETA;Caja x 100;100;11/05/2014 12:00:00 a.m.;N25721;BIOS PERU;ACT
33710;DOXICICLINA;100 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;500;10/12/2013 12:00:00 a.m.;EG5995;LABOT;ACT
33712;FLAMADOL;100 mg/5 mL;Suspensión Oral;SUSPENSION;Frasco X 60 mL;1;16/07/2014 12:00:00 a.m.;N25885;BIOS PERU;ACT
33713;ISOBLON NF;;Solución Tópica;AEROSOL;Frasco x 120 mL;1;27/06/2012 12:00:00 a.m.;N23598;FARMACEUTICO AMERICA;ACT
33714;ISOBLON NF;;Solución Tópica;AEROSOL;Frasco x 250 mL;1;27/06/2012 12:00:00 a.m.;N23598;FARMACEUTICO AMERICA;ACT
33715;ISOBLON NF;;Solución Tópica;AEROSOL;Frasco x 500mL;1;27/06/2012 12:00:00 a.m.;N23598;FARMACEUTICO AMERICA;ACT
33716;ISOBLON NF;;Solución Tópica;AEROSOL;Frasco x 1 L;1;27/06/2012 12:00:00 a.m.;N23598;FARMACEUTICO AMERICA;ACT
33717;ISOBLON NF;;Solución Tópica;AEROSOL;Galonera x 3,785 mL;1;27/06/2012 12:00:00 a.m.;N23598;FARMACEUTICO AMERICA;ACT
33719;AMERISEPTIL ROJO;;Solución Tópica;AEROSOL;Frasco x 30 mL;1;26/06/2010 12:00:00 a.m.;N18028;FARMACEUTICO AMERICA;ACT
33720;AMERISEPTIL ROJO;;Solución Tópica;AEROSOL;Frasco x 250 mL;1;26/06/2010 12:00:00 a.m.;N18028;FARMACEUTICO AMERICA;ACT
33721;AMERISEPTIL ROJO;;Solución Tópica;AEROSOL;Frasco x 1mL;1;26/06/2010 12:00:00 a.m.;N18028;FARMACEUTICO AMERICA;ACT
33723;RINOGRIP N;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;10/02/2020 12:00:00 a.m.;N26732;BIOS PERU;ACT
33724;REVLIMID;15 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;21;05/01/2014 12:00:00 a.m.;E21380;TECNOFARMA;ACT
33726;FENAZOLE;100 mg;Comprimido Recubierto;TABLETA;Caja Envase Blister Tabletas;100;22/05/2017 12:00:00 a.m.;N27184;BIOS PERU;ACT
33727;PLENYLIFE;100 mg;Tableta Recubierta;TABLETA;Caja x 4;4;02/05/2019 12:00:00 a.m.;EN00217;BIOS PERU;ACT
33728;DOLO TERALGEX FORTE;500 mg + 50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;22/10/2019 12:00:00 a.m.;N26398;BIOS PERU;ACT
33729;AMERIN HOT;;Crema;CREMA;Tubo x 10 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33730;AMERIN HOT;;Crema;CREMA;Tubo X 15 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33731;AMERIN HOT;;Crema;CREMA;Tubo x 20 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33732;AMERIN HOT;;Crema;CREMA;Tubo x 25 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33733;AMERIN HOT;;Crema;CREMA;Tubo x 30 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33734;AMERIN HOT;;Crema;CREMA;Tubo x 35 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33735;AMERIN HOT;;Crema;CREMA;Tubo x 50 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33736;AMERIN HOT;;Crema;CREMA;Tubo x 100 g;1;27/10/2013 12:00:00 a.m.;N25148;FARMACEUTICO AMERICA;ACT
33743;PLENYLIFE;50 mg;Tableta Recubierta;TABLETA;Caja x 4;4;02/05/2019 12:00:00 a.m.;EN00215;BIOS PERU;ACT
33747;FEVENY;0.625 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;28;30/10/2017 12:00:00 a.m.;E22915;BIOSYNTEC;ACT
33748;KETOPAN;100 mg/5 mL;Solución Inyectable;INYECTABLE;Ampolla x 5 mL;25;21/02/2017 12:00:00 a.m.;N23278;FARMACEUTICA OTARVASQ;ACT
33750;KL BAC;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;50;27/08/2019 12:00:00 a.m.;N26105;BIOS PERU;ACT
33751;PEGINTRON;150 µg/0.5 mL;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Ampolla + Accesorios;1;27/05/2021 12:00:00 a.m.;BE00804;MERCK SHARP;ACT
33752;SULFA 24 BALSAMICO;;Tableta;TABLETA;Caja Envase Blister Tabletas;100;24/06/2014 12:00:00 a.m.;N25831;BIOS PERU;ACT
33753;SULFA 24 NF;800 mg + 160 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;02/07/2019 12:00:00 a.m.;EN00267;BIOS PERU;ACT
33759;GASEOVET;80 mg/mL;Suspensión Oral;SUSPENSION;Caja Frasco;25;23/08/2021 12:00:00 a.m.;N3620;MEDIFARMA;ACT
33760;DOLO TERALGEX RAPID;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;04/07/2013 12:00:00 a.m.;N24804;BIOS PERU;ACT
33761;REYFLOXTIN;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;100;21/02/2017 12:00:00 a.m.;E22645;BIOSYNTEC;ACT
33762;SULFA 12 BALSAMICO;;Suspensión Oral;SUSPENSION;Frasco X 120 mL;1;29/10/2013 12:00:00 a.m.;N25162;BIOS PERU;ACT
33763;ARAPLUS H;300 + 12.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;22/01/2020 12:00:00 a.m.;E22159;BIOTOSCANA;ACT
33764;MAJEGRA 100;100 mg;Tableta Recubierta;TABLETA;Caja Dispensadora Envase Blister Tabletas;20;27/08/2017 12:00:00 a.m.;E19708;TORRES PHARMA;ACT
33766;CLORURO DE SODIO;20%;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;50;12/10/2018 12:00:00 a.m.;NG1802;MEDIFARMA;ACT
33771;AVAGARD;0.1 % + 0.61 %;Loción;LOCION;Frasco x 500 mL;1;14/01/2019 12:00:00 a.m.;EE00172;3M PERU;ACT
33772;AVAGARD;0.1 % + 0.61 %;Loción;LOCION;Frasco x 1.2 L;1;14/01/2019 12:00:00 a.m.;EE00172;3M PERU;ACT
33773;MORFINA CLORHIDRATO;10 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;50;01/12/2020 12:00:00 a.m.;NG1393;DIGEMID;ACT
33774;ACICLAV;500 mg + 125 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;14;03/09/2014 12:00:00 a.m.;E21916;OQ PHARMA;ACT
33775;ACICLOVIR;5%;Crema;CREMA;Tubo X 15 g;1;14/06/2018 12:00:00 a.m.;EN00023;FARMINDUSTRIA;ACT
33776;YERVOY;5 mg/mL;Solución para Perfusión;INYECTABLE;Caja Vial x 40 mL;1;12/07/2018 12:00:00 a.m.;BE00915;BMS;ACT
33778;DICLOFENACO SODICO;75 mg/3 mL;Solución Inyectable;INYECTABLE;Ampolla X 3 mL;1;08/03/2018 12:00:00 a.m.;EG6489;VITALIS;ACT
